"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H257JP95","report","2007","Hovezak, Timothy D.","The 2007 Structural Stabilization of Chimney Rock Pueblo (5AA83), Archuleta County, Colorado","","","","","","","2007","2012-06-05 17:13:44","2012-06-05 17:15:06","","","","","","","","","","","","","Archaeological Site Conservation Program, Division of Research and Resource Management, Mesa Verde National Park","Mesa Verde, CO","","","internal report","USFS San Juan National Forest Pagosa District Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","SJNF #06-71","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2DPB73R","journalArticle","1937","Herskovits, Meville J.","The Significance of the Study of Acculturation for Anthropology","American Anthropologist, New Series","","","","","","1937","2011-05-01 23:04:36","2011-05-01 23:04:36","","259-264","","2","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2XZVNTX","book","1976","Parman, Donald Lee","The Navajos and the New Deal","","0-300-01832-0 978-0-300-01832-5","","","","","1976","2015-08-02 19:30:45","2015-08-02 19:30:45","","","","","","","","","","","","","Yale University Press","New Haven","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H329S9JT","bookSection","1999","Martorano, Marilyn","Late Prehistoric/Ceramic Stage","Colorado Prehistory: a Context for the Rio Grande Basin","","","","","","1999","2015-09-18 18:00:14","2015-09-18 18:04:13","","129-137","","","","","","","","","","","","Golden, CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H39Q4KQV","journalArticle","1970","Warren, Helene A.","Notes on Manufacture and Trade of Rio Grande Glazes","The Artifact","","","","","","1970","2015-09-04 20:24:01","2015-09-04 20:24:37","","1-7","","4","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3G3DB7B","journalArticle","1982","Hurst, J.G. and Neal","Late medieval Iberian pottery imported into the Low Countries","Dotterdam Papers","","","","","","1982","2011-05-01 23:04:36","2011-05-01 23:04:36","","83-110","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3TJ4ZVZ","journalArticle","2000","Cusick, James G.","Creolization and the Borderlands","Historical Archaeology","","04409213","","http://www.jstor.org.libproxy.unm.edu/stable/25616831","A model of borderland culture is provided and the concept of creolization is placed within a borderland framework. Manipulation of social identities and affiliations is a daily occurrence in border areas and ""creolization"" can be seen as one possible outcome of such manipulation. Presentation includes: a definition for borderland and how it differs from a frontier, a discussion of why creolization should be treated as a part of culture contact studies, and examples of negotiated culture on the border with emphasis on the Minorcans of Spanish Florida. The final argument is that creole cultures are one variant of the many kinds of fluid, syncretic cultures that typically appear in border areas.","January 01, 2000","2011-01-24 15:34:15","2011-01-24 15:34:15","2011-01-24 15:34:15","46-55","","3","34","","","","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Issue Title: Evidence of Creolization in the Consumer Goods of an Enslaved Bahamiam Family / Full publication date: 2000 / Copyright © 2000 Society for Historical Archaeology","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/25616831.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4S4ZBVC","thesis","2011","Jenks, Kelly Lee","Vecinos en la Frontera: Interaction, Adaptation and Identity at San Miguel Del Vado, New Mexico","","","","","","","2011","2011-11-06 17:51:17","2015-10-08 15:56:46","","","","","","","","","","","","","University of Arizona","Phoenix","","","Ph.D. dissertation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4X8SUU6","bookSection","1984","Lubell, David and Peter Sheppard and Mary Jackes","Continuity in the Epipaleolithic of Northern Africa with Emphasis on the Maghreb","Advances in World Archaeology","","","","","","1984","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Academic Press, Inc.","Orlando","","","","","","","","","","","","","","Wendorf, Fred and Engela E. Close","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H53SSAF8","bookSection","1981","McCarthy, J.J.; Schamber, F.H","Least-Squares Fit with Digital Filter: A Status Report","Energy Dispersive X-ray Spectrometry","","","","","","1981","2015-10-08 15:36:22","2015-10-08 15:39:51","","273-296","","","","","","","National Bureau of Standards Special Publication","604","","","","Washington, DC","","","","","","","","","","","","","","Heinrich, K.F.J.; Newbury, D.E.; Myklebust, R.L.; Fiori, C.E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H59GKM5B","book","2000","Pelaez Portales, David","El proceso judicial en la Espana musulmana (Siglos VIII-XII) con especial referencia a la cuidad de Cordoba","","","","","","","2000","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Ediciones El Almendro","Cordoba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5TD3MXI","journalArticle","2008","Berg, Ina","Looking through pots: recent advances in ceramics X-radiography","Journal of Archaeological Science","","0305-4403","10.1016/j.jas.2007.08.006","http://www.sciencedirect.com/science/article/pii/S0305440307001641","From its first application to ceramics, X-radiography has been used successfully to identify manufacturing details. While many of the key parameters are well understood, several questions require further analysis. These include the radiographic distinction between wheel-thrown and wheel-shaped pots and an assessment of the impact of secondary forming techniques and surface treatments on inclusion orientation laid down during primary forming. To clarify these issues, controlled experiments were conducted. Results indicate that coiled and wheel-shaped vessels can be distinguished radiographically from fully wheel-thrown ones. As regards secondary forming and surface treatments, none of those investigated could be shown to obscure traces of primary forming techniques. Overall, X-radiography is shown to be a valuable tool for understanding forming techniques and sequences of ancient vessels. Assessing X-radiography's contribution in characterising clay fabrics, experiments were conducted with regard to clay body and inclusion visibility. These experiments support Foster's conclusions [Foster. G.V., 1985. Identification of inclusions in ceramic artefacts by xeroradiography. Journal of Field Archaeology 12, 373–376].","May 2008","2013-11-02 16:42:49","2013-11-02 16:42:49","2013-11-02 16:42:49","1177-1188","","5","35","","Journal of Archaeological Science","Looking through pots","","","","","","","","","","","","ScienceDirect","","","","; ","http://www.sciencedirect.com.libproxy.unm.edu/science/article/pii/S0305440307001641/pdfft?md5=d029e6e82ead8a0d1e83c98798e86ca9&pid=1-s2.0-S0305440307001641-main.pdf; http://www.sciencedirect.com.libproxy.unm.edu/science/article/pii/S0305440307001641","not read; vessel formation; xrays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5U4MSWI","bookSection","2001","","Las Capas: A Stratified Early Agricultural Site in a Southwestern Floodplain.","","","","","","","2001","2015-08-28 14:28:54","2015-08-28 14:32:42","","","","","Anthropological Papers No. 28.","","","","","","","","Center for Desert Archaeology","Tucson, AZ","","","","","","","","","","","","","","Mabry, Jonathan B.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5U5VT8P","journalArticle","2002","Boone, James L.","Subsistence strategies and early human population history: an evolutionary ecological perspective","World Archaeology","","","","","","2002","2011-05-01 23:04:36","2011-05-01 23:04:36","","6-25","","1","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5ZDAG8Q","book","2003","Nicolle, David","Historical Atlas of the Islamic World","","","","","","","2003","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Checkmark Books","New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6E485GK","manuscript","","","Table 1: Some common plants of the Pine River Corridor and their possible uses","","","","","","","","2013-05-01 18:42:21","2013-05-01 18:45:45","","","","","","","","","","","","","","","","","","","Plant Info folder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6JB93TG","journalArticle","1981","Custer, Jay F.","Comments on David Meltzer's ""Paradigms and the Nature of Change in American Archaeology""","American Antiquity","","","","","","1981","2011-05-01 23:04:36","2011-05-01 23:04:36","","660-661","","3","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6QK2UMC","journalArticle","2000","Hollan, J. and E. Hutchins and D. Kisch","Distributed cognition: toward a new foundation for human-computer interaction research","ACM Transactions on Computer-Human Interaction","","","","","","2000","2011-05-01 23:04:36","2011-05-01 23:04:36","","174-196","","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6V45ZTB","journalArticle","1984","Wickham, Chris","The Other Transition: From the Ancient World to Feudalism","Past and Present","","","","","","1984","2011-05-01 23:04:36","2011-05-01 23:04:36","","3-36","","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H7E3TTT5","journalArticle","1995","Gutiérrez Lloret, Sonia","El origen de la huerta de Orihuela entre los siglos VII y XI: Una propuesta arqueología sobre las explotación de las zonas húmedas del Bajo Segura","Arbor","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","65-93","","593","CLI","","","","","","","","","","","","","","","","","","","","","archaeology Spain islamic settlements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H7JGA2G5","bookSection","1992","Gerrard, C.M.; Gutierrez, A.","Lustreware and tin-glazed pottery from Spain: an overview of its origin and development","Medieval Europe Conference Pre-printed papers","","","","","","1992","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","","York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8GBBDT9","bookSection","2000","Preucel, Robert W.","Making Pueblo Identities: Architectural Discourse at Kotyiti, New Mexico","An Archaeology of Communities in the Americas","","","","","","2000","2011-05-01 23:04:36","2011-05-01 23:04:36","","58-77","","","","","","","","","","","Routledge","London","","","","","","","","","","","","","","Yaeger, J. and Canuto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8H4DTUR","journalArticle","2014","Frodella, William; Morelli, Stefano; Fidolini, Francesco; Pazzi, Veronica; Fanti, Riccardo","Geomorphology of the Rotolon landslide (Veneto Region, Italy)","Journal of Maps","","null","10.1080/17445647.2013.869666","http://dx.doi.org/10.1080/17445647.2013.869666","In this paper a geomorphological map of the Rotolon landslide is presented. This cartographic product was obtained using a combination of accurate field surveys together with airborne Lidar analysis, aerial photo interpretation and thermographic field surveys within a GIS. The map was prepared in order to analyze the morphological features of the landslide and therefore improve interpretation of the GB-InSAR data. This monitoring device was installed on the site after the detachment of a debris mass of 225,000 m3 on 4 November 2010. The main purpose of the post-event activities, including the geomorphological characterization, was to detect the processes acting on the landslide, evaluate the hazard related to each phenomenon, understand the landslide kinematics and define the residual risk for the area.The geomorphological map suggests that debris production and detachment are hazardous phenomena that involve the surficial detrital cover of a bigger and more complex landslide. The latter has the typical characteristics of a deep-seated gravitational slope deformation. The distinction between secondary processes, which appear to be the most hazardous in the short-term, and deep seated ones, demonstrates that accurate mapping provides important information for local administrations and decision makers, allowing them to prepare landslide susceptibility and hazard models.","July 3, 2014","2015-09-29 18:51:34","2015-09-29 18:51:34","2015-09-29 18:51:34","394-401","","3","10","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","; ","http://www.tandfonline.com/doi/pdf/10.1080/17445647.2013.869666; http://www.tandfonline.com/doi/abs/10.1080/17445647.2013.869666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8XMWMM7","report","2011","Gonia, Brandon J.; Foxworthy, Kelly; Langley, Kyle","LA 172364 Site Record Form","","","","","","","2011","2015-07-30 22:52:55","2015-08-21 20:58:16","","","","","","","","","","","","","Dos Rios Consultants","Silver City, NM","","","","Copies available at ARMS, Laboratory of Anthropology, Santa Fe, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8ZH27VR","bookSection","","Harris, Arthur H.","The Chimney Rock Area--Modern Ecology","","","","","","","","2012-05-21 20:59:13","2012-05-21 20:59:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H95SRZRP","journalArticle","1991","Schlanger, Sarah H.","On Manos, Metates, and the History of Site Occupations","American Antiquity","","0002-7316","10.2307/280895","http://www.jstor.org/stable/280895","<p>The contents of stratigraphically distinct archaeological proveniences, such as trash and fill, floor assemblages, and collections from the modern ground surface, ordinarily are treated separately during analysis and interpretation of assemblage variability. Once an interpretive framework has been constructed that integrates artifact use and discard with the formation of these various deposits, patterned differences in assemblage content can be exploited to yield information about site function, occupation duration, and abandonment processes. This approach is demonstrated through an analysis of the distribution of one-hand manos, two-hand manos, and trough metates at Anasazi sites in southwestern Colorado.","July 01, 1991","2011-04-27 11:52:27","2011-04-27 11:52:27","2011-04-27 11:52:27","460-474","","3","56","","","","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Full publication date: Jul., 1991 / Copyright © 1991 Society for American Archaeology","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/280895.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9FTZEUK","journalArticle","1975","Burns, R. Ignatius","Immigrants from Islam: The Crusaders' use of Muslims as Settlers in the Thirteenth Century Spain","American Historical Review","","","","","","1975","2011-05-01 23:04:36","2011-05-01 23:04:36","","21-42","","1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9QQNIJZ","journalArticle","1991","Manzano Moreno, Eduardo","Señores y emires: Familias aistocráticas y soberanía omeya en Al-Andalus","Cuadernos de Madinat al-Zahra","","","","","","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","97-110","","","3","","","","","","","","","","","","","","","","","","","","","Caliphal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9T4VMME","book","1983","Zozaya, J.","Catalogo de Monumentos y conjuntos de la Comunidad Valenciana","","","","","","","1983","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","2","","","","","","","","","Valencia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HA2KCFT9","bookSection","2008","Vierra, Bradely J.","Modeling the Early Agricultural Frontier in the Desert Borderlands","Arcahaeology Without Borders: Contact, Commerce, and Change in the U.S. Southwest and Northwest Mexico","","","","","","2008","2015-08-27 15:30:16","2015-08-27 15:33:15","","","","","","","","","","","","","University of Colorado Press","Boulder, CO","","","","","","","","","","","","","","Webster, Laurie D.; McBrinn, Maxine E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAA9B78U","journalArticle","1992","Deloria, Jr.","Indians, Archaeologists, and the Future","American Antiquity","","","","","","1992","2011-05-01 23:04:36","2011-05-01 23:04:36","","595-598","","4","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAS7JFI7","document","2004","Flint, Richard; Flint, Shirley","Diego De Vargas (1644-1704)","","","","","http://www.newmexicohistory.org/filedetails.php?fileID=482","","2004","2015-09-22 16:41:09","2015-09-22 16:43:39","2011-07-28","","","","","","","","","","","","New Mexico Office of the State Historian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HB3NIMDK","interview","2008","Arnold, Sandra; Hegberg, Erin","","","","","","","","2008","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HB9VPK65","journalArticle","2001","Minar, C. Jill; Crown, Patricia L.","Learning and Craft Production: An Introduction","Journal of Anthropological Research","","00917710","","http://www.jstor.org/stable/3631351","<p>Understanding the process by which technological skills are learned provides a means of recognizing the result of manufacturing activities by different segments of a society. It may also provide useful clues to social organization and even the recognition of group interactions. Understanding how the producers of material culture become who they are may help anthropologists understand continuity and change in material culture. Various, sometimes conflicting, theories about the process of learning combined with ethnoarchaeological and experimental approaches are used to explore some specific cases in which learning appears to affect the production and distribution of material culture attributes.</p>","December 01, 2001","2011-04-28 23:01:01","2011-04-28 23:01:01","2011-04-28 23:01:01","369-380","","4","57","","","Learning and Craft Production","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Issue Title: Learning and Craft Production / Full publication date: Winter, 2001 / Copyright © 2001 University of New Mexico","","","http://www.jstor.org/stable/pdfplus/3631351.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBGSES2U","book","1987","Gunnerson, James H.","Archeology of the High Plains","","","","","","","1987","2015-09-23 19:10:39","2015-09-23 19:13:00","","","","","","","","","","","","","USDA Forest Service, Rocky Mountain Region","Denver, CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HC3MNCHU","journalArticle","2007","Flad, Rowan and Zachary Hruby","""Specialized"" production in archaeological contexts: Rethinking Specialization, the social value of products, and the practice of productions","Archaeological Papers of the American Anthropological Association","","","","","","2007","2011-05-01 23:04:36","2011-05-01 23:04:36","","1-19","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HC9MQ3C6","journalArticle","1979","Bayham, Frank E.","Factors Influencing the Archaic Pattern of Animal Exploitation","Kiva","","","","","","1979","2011-05-01 23:04:36","2011-05-01 23:04:36","","219-233","","2-3","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCFTQ738","journalArticle","1963","Dixon, Keith A.","The Inter-American Diffusion of a Cooking Technique: The Culinary Shoe-Pot","American Anthropologist","","","","","","1963","2015-08-17 20:49:32","2015-08-17 20:50:08","","593-619","","","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCSTUDP7","journalArticle","1955","Allen, Joseph W.; McNutt, C.H.","A Pit House Site near Santa Ana Pueblo, New Mexico","American Antiquity","","","","","","1955","2015-08-25 22:42:03","2015-08-25 22:42:40","","241-255","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCTRH6MI","journalArticle","1992","Orser, Charles E.","Beneath the Material Surface of Things: Commodities, Artifacts, and Slave Plantations","Historical Archaeology","","04409213","","http://www.jstor.org.libproxy.unm.edu/stable/25616179","Archaeologists understand that artifacts can be studied from many different perspectives. Among such analytical possibilities, viewing artifacts as commodities—objects produced for exchange within concrete social contexts—provides an excellent way for historical archaeologists to conceptualize the important roles material objects play in capitalist societies. This perspective accepts that artifacts have both economic and social lives. Within the historic period, slave plantations provide an excellent research universe in which to evaluate the applicability of the artifacts-as-commodities approach.","January 01, 1992","2011-01-24 15:30:32","2011-01-24 15:30:32","2011-01-24 15:30:32","95-104","","3","26","","","Beneath the Material Surface of Things","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Issue Title: Meanings and Uses of Material Culture / Full publication date: 1992 / Copyright © 1992 Society for Historical Archaeology","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/25616179.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HD2ZW9XG","journalArticle","1992","Myers, J. Emlen; Carredano, Fernando de Amores; Olin, Jacqueline S.; Hernández, Alfonso Pleguezuelo","Compositional Identification of Seville Majolica at Overseas Sites","Historical Archaeology","","04409213","","http://www.jstor.org.libproxy.unm.edu/stable/25616149","This study reports compositional data for the first majolica ceramics excavated from a 16th-century kiln site in the Sevillian suburb of Triana. Instrumental neutron activation analysis (INAA) of 63 of the ceramics provides baseline data for documenting the growth and spread of Spanish majolica industries and networks of supply during the Spanish colonial period. In an initial comparison the kiln site data are shown to match majolica data from the North African Portuguese fort of Qsar es-Seghir (1458-1550) and the New World Spanish mission of Santa Catalina de Guale (1567-1680), confirming that Seville majolica was exported to both settlements. The Santa Catalina samples are from more than one source, however, and some are compositionally unrelated to any Spanish data. Two alternative hypotheses are offered to explain the difference in supply at the two colonies.","January 01, 1992","2011-01-24 15:29:14","2011-01-24 15:29:14","2011-01-24 15:29:14","131-147","","1","26","","","","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Issue Title: The Archaeology of the Spanish Colonial and Mexican Republican Periods / Full publication date: 1992 / Copyright © 1992 Society for Historical Archaeology","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/25616149.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDJKD7N3","bookSection","1997","Akins, Nancy J.","The Abraders of Chaco Canyon: An Analysis of their form and function","Ceramics, Lithics, and Ornaments of Chaco Canyon: Analyses of Artifacts from the Chaco Project 1971-1978","","","","","","1997","2011-05-10 03:37:18","2011-05-10 03:39:52","","","","","2: Lithics","3","","","Publications in Archaeology","18G","","","National Park Service","Santa Fe, N.M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEHK2UMG","journalArticle","2006","Lohse, Jon and Jaime Awe and Cameron Griffith and Robert M. Rosenwig and Fred Valdez","Preceramic Occupations in Belize: Updating the Paleoindian and Archaic Record","Latin American Antiquity","","","","","","2006","2011-05-01 23:04:36","2011-05-01 23:04:36","","209-226","","2","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEK9N3JK","bookSection","1985","O'Hara, James; Elyea, Janette","Projectile Point Typology","Prehistoric Settlement Patterns in West-Central New Mexico: The Fence Lake Coal Lease Surveys","","","","","","1985","2015-08-14 20:10:25","2015-08-14 20:11:53","","75-98","","","","","","","","","","","Office of Contract Archeology, report no. 185-211. Copies available at the Office of Contract Archeology, Albuquerque","Albuquerque, NM","","","","","","","","","","","","","","Hogan, Patrick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HF2V5P7M","journalArticle","1982","Aldenderfer, Mark S.","Methods of Cluster Validation for Archaeology","World Archaeology","","","","","","1982","2013-08-09 19:48:21","2013-08-09 19:49:03","","61-72","","1","14","","","","","","","","","","","","","","","","","","","","","data analysis; general cluster analysis; not read; physical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFEQEAXZ","journalArticle","2013","Hamilton, Marcus J.; Buchanan, Briggs; Huckell, Bruce B.; Holliday, Vance T.; Shackley, M. Steven; Hill, Matthew E.","Clovis Paleoecology and Lithic Technology in the Central Rio Grande Rift Region, New Mexico","American Antiquity","","0002-7316","","","Clovis sites occur throughout the southwestern United States and northwestern Mexico, but are poorly documented in the central Rio Grande rift region. Here, we present data from two relatively unknown Clovis projectile point assemblages from this region: the first is from the Mockingbird Gap Clovis site and the second is from a survey of the surrounding region. Our goals are to reconstruct general features of the paleoecological adaptation of Clovis populations in the region using raw material sourcing and then to compare the point technology in the region to other Clovis assemblages in. the Southwest and across the continent. Our results show that both assemblages were manufactured from similar suites of raw materials that come almost exclusively from the central Rio Grande rift region and the adjacent mountains of New Mexico. Additionally, we show that Clovis projectile points in the study region are significantly smaller than the continental average. Our results suggest that Clovis populations in this region operated within a large, well-known, and relatively high-elevation territory encompassing much of northern and western New Mexico.","APR 2013","2015-10-16 15:40:35","2015-10-16 15:40:35","","248-265","","2","78","","Am. Antiq.","","","","","","","","English","","","","","Web of Science","","WOS:000317440100003","","","","","bias; geoarchaeology; mammoth; mobility; north-america; paleoindian projectile points; record; site; southeastern arizona; usa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFJQ63HK","bookSection","1999","Hoefer III, Ted","Archaic Stage","Colorado Prehistory: a Context for the Rio Grande Basin","","","","","","1999","2015-08-14 20:08:33","2015-08-14 20:09:35","","115-128","","","","","","","","","","","Colorado Council of Professional Archaeologists","Golden, Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGBRI7IS","book","1979","Bulliet, Richard","Conversion to Islam in the Medieval Period: An Essay in Quantitative History","","","","","","","1979","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Harvard University Press","Cambridge, MA","","","","","","","","","","","","islamic medieval history Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGI2N2VK","report","1992","Matlock, Gary","Initial Evaluation Report Chimney Rock Burial Discovery July 7, 1992","","","","","","","1992","2012-05-22 15:45:13","2012-05-22 15:51:39","","","","","","","","","","","","","USFS San Juan National Forest","USFS San Juan National Forest, Pagosa Ranger District","","","internal report","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGMB34JU","email","2012","Boyer, Jeffrey","20th century New Mexican Plainwares","","","","","","","January 18, 2012","2012-10-24 00:26:52","2012-11-08 01:55:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGNJWGQ8","book","1995","Collins, Roger","Early Medieval Spain: Unity in Diversity","","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","2nd","","","","","","","","St. Martin's Press","New York","","","","","","","","","","","","Iberia medieval Islamic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HH9KGDTF","journalArticle","1964","Binford, Lewis R.","Archaeological Systematics and the Study of Culture Process","American Antiquity","","","","","","1964","2011-05-01 23:04:36","2011-05-01 23:04:36","","203-209","","2","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
